temperature,abs_magnetisation,magnetisation_squared,energy_per_site,susceptibility,heat_capacity
1.804609299,0.9967805743,0.9935765862,-2.980959892,0.002807474695,0.06141346693
1.943425417,0.9955803752,0.9911913872,-2.973959923,0.005704599898,0.101405859
2.082241535,0.9917599559,0.9836044908,-2.951840162,0.008015064523,0.1254690588
2.221057653,0.9896997213,0.9795333147,-2.940040112,0.01250564773,0.1806167662
2.359873772,0.9850000143,0.9702584147,-2.913840055,0.01414423063,0.1810018271
2.49868989,0.9796200395,0.9597077966,-2.883360147,0.02096798085,0.2480999529
2.637506008,0.97239995,0.9456323385,-2.844439983,0.02680225484,0.2897316217
2.776321888,0.9631999731,0.9278918505,-2.795120001,0.04959321395,0.4370804429
2.915138006,0.9534199238,0.9091380239,-2.744560003,0.04406240955,0.3921496868
3.053954124,0.94193995,0.8874659538,-2.684319973,0.0704375878,0.5781291723
3.192770243,0.9259201288,0.857604146,-2.610639811,0.08647309244,0.6077724695
3.331586361,0.9092402458,0.8270549178,-2.533080101,0.1011723056,0.5800728798
3.470402479,0.8865799904,0.7865099907,-2.427239895,0.1400117427,0.7340357304
3.609218597,0.8579799533,0.7367047668,-2.302839994,0.1593654752,0.7785308361
3.748034716,0.8331400156,0.694845736,-2.201280117,0.1930135638,0.7494430542
3.886850834,0.7917999029,0.6284993291,-2.045920134,0.3993526697,1.20517087
4.025666714,0.7329601049,0.5389422774,-1.854959965,0.4252179563,1.005044818
4.16448307,0.6695200205,0.4536245763,-1.680599928,1.288879633,1.627205849
4.30329895,0.5811800361,0.34495911,-1.453400016,1.670552373,1.351953983
4.442115307,0.4245400131,0.2039785981,-1.200479984,5.345285416,1.616663218
4.580931187,0.2022600025,0.0574250184,-0.9324799776,3.605360985,0.8080054522
4.719747543,0.1998799741,0.05459120125,-0.8870399594,3.101691008,0.6935850382
4.858563423,0.1398800015,0.02819991857,-0.8124399781,1.776966333,0.3460719883
4.99737978,0.1041800007,0.01730308123,-0.7559999824,1.290598154,0.3049595356
5.13619566,0.1081800014,0.01859556139,-0.7381200194,1.341975451,0.2274714857
5.275012016,0.085239999,0.01093328092,-0.6827999949,0.6952445507,0.211896807
5.413827896,0.07615999877,0.00902432017,-0.646239996,0.595507443,0.1675947905
5.552643776,0.08458000422,0.01042780187,-0.6395599842,0.5896335244,0.2169063687
5.691460133,0.06826000661,0.006583479233,-0.6062000394,0.3380592167,0.1523432732
5.830276012,0.06284000725,0.005971119273,-0.5961999893,0.3468537033,0.1599736512
5.969092369,0.07568001002,0.008344240487,-0.5805599689,0.438387692,0.1478219777
6.107908249,0.05958000198,0.005546519067,-0.5697999597,0.3269109726,0.1557811648
6.246724606,0.05531998724,0.00463111978,-0.5441599488,0.2514627874,0.1499234885
6.385540485,0.05609998107,0.004775800277,-0.5288400054,0.2550437748,0.09968546033
6.524356842,0.05515998974,0.004748880398,-0.5120399594,0.2615209222,0.121750772
6.663172722,0.05222000182,0.004297958221,-0.504799962,0.2357780188,0.09253083169
6.801989079,0.05370000377,0.004738199525,-0.4860799909,0.2726421952,0.07147060335
6.940804958,0.05064000189,0.003803680185,-0.4636000097,0.1785485297,0.09186863154
7.079621315,0.05006001517,0.003657000605,-0.4540799856,0.1625786722,0.07842452079
7.218437195,0.04714002088,0.003056040034,-0.452279985,0.115517877,0.06997596473
