temperature,abs_magnetisation,magnetisation_squared,energy_per_site,susceptibility,heat_capacity
1.804609299,0.9972220063,0.9944509864,-2.983540058,-0.2029308826,-0.6288738847
1.943425417,0.9954372644,0.9908950925,-2.973093748,-0.06281194091,0.5422433615
2.082241535,0.9929315448,0.9859133363,-2.95858407,0.07328058779,0.4723541141
2.221057653,0.9895577431,0.9792244434,-2.939257622,-0.01374011114,0.2075775117
2.359873772,0.9851347208,0.9704898,-2.914245367,-0.1293186843,0.6435620785
2.49868989,0.9795107245,0.9594410658,-2.882936001,-0.0366402939,0.533038497
2.637506008,0.9724261761,0.9456127286,-2.84424305,0.01157061942,0.294403553
2.776321888,0.9638123512,0.9289346337,-2.798229933,0.07694462687,0.2989116609
2.915138006,0.9532772899,0.9087377787,-2.74332881,0.03140597045,0.2108723968
3.053954124,0.9407031536,0.8849228024,-2.679542303,0.05995684862,0.1646896005
3.192770243,0.9256036878,0.8567428589,-2.605489016,0.1051417291,0.6278336644
3.331586361,0.907352984,0.82329005,-2.51939249,0.09160074592,0.8764384389
3.470402479,0.8856523633,0.7843811512,-2.421344042,0.1494924128,0.6376781464
3.609218597,0.859816432,0.7392855883,-2.310652018,0.186019972,0.9826154709
3.748034716,0.8284028769,0.6862530708,-2.18422246,0.2361263484,0.8565063477
3.886850834,0.7895539999,0.6233978271,-2.039761782,0.3062082231,0.991288662
4.025666714,0.7408841848,0.5489138961,-1.876109958,0.5761370659,1.121560454
4.16448307,0.6766460538,0.4578579068,-1.68671906,0.9856239557,1.490867734
4.30329895,0.5850617886,0.3423121572,-1.46497035,1.765825868,1.679628253
4.442115307,0.4221740663,0.1782845259,-1.191717386,6.176179886,2.29632616
4.580931187,0.01531503815,0.0003641429066,-0.9264224768,14.48425388,0.835647285
4.719747543,0.006943359971,7.958731294e-05,-0.8541452885,3.403795719,0.423774153
4.858563423,0.006425507832,5.645780038e-05,-0.8015959263,1.598697186,0.3280572295
4.99737978,0.004694452975,3.364506119e-05,-0.7590543628,1.189197659,0.2216722667
5.13619566,0.004202734679,2.592133387e-05,-0.7229027152,0.8232315183,0.2322927564
5.275012016,0.00440714974,2.919275539e-05,-0.6910042763,0.9482690692,0.2955535948
5.413827896,0.003867733991,2.414936171e-05,-0.6630162597,0.8691221476,0.1583102793
5.552643776,0.003136289073,1.605660509e-05,-0.638055563,0.5735630989,0.1722893566
5.691460133,0.003263359657,1.74842462e-05,-0.6155134439,0.6148478389,0.1471935809
5.830276012,0.002937382786,1.349129798e-05,-0.5949575901,0.4270632863,0.149681747
5.969092369,0.002946718829,1.328467533e-05,-0.5764332414,0.3946965635,0.1167553365
6.107908249,0.002507890109,1.029710711e-05,-0.558250308,0.3359395862,0.1350969523
6.246724606,0.00285414001,1.340362087e-05,-0.5417690277,0.4309207201,0.1230088919
6.385540485,0.002645156579,1.039088238e-05,-0.5259900689,0.2721371949,0.1306678951
6.524356842,0.002666913904,1.062662432e-05,-0.5123088956,0.2757770121,0.08344446123
6.663172722,0.002462578006,9.794664038e-06,-0.4984166324,0.286642909,0.08126515895
6.801989079,0.002103164559,6.809557817e-06,-0.486212492,0.1796185523,0.09717497975
6.940804958,0.002339960076,8.556664397e-06,-0.4736588001,0.2272936255,0.08568800241
7.079621315,0.001963554649,6.543023119e-06,-0.4628292322,0.1943589598,0.07757221162
7.218437195,0.002076718258,6.920266514e-06,-0.4515223503,0.1849491745,0.05987813324
